year,district_number,name,SPD,CDU,CSU,GRUENE,FDP,PDS_LINKE,AFD,result,electoral_district_nr,electoral_district_name,federal_state_nr,federal_state_name,drought_index_per_district,Year_x,State,Year_y,combined_BA,Cropland_BA_hectares,Forest_BA_hectares,Grass_and_Shrubland_BA_hectares,Wetlands_BA_hectares,Settlement_BA_hectares,Other_BA_hectares
2002,21,Hamburg-Eimsbüttel,"75921,0","44387,0","0,0","16379,0","8153,0","2662,0",,SPD,"21,0",Hamburg-Nord,"2,0",Hamburg,"0,0","2002,0",Hamburg,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,22,Hamburg-Nord,"81685,0","60617,0","0,0","14967,0","8278,0","1958,0",,SPD,"22,0",Hamburg-Wandsbek,"2,0",Hamburg,"0,0","2002,0",Hamburg,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,23,Hamburg-Wandsbek,"88001,0","57224,0","0,0","9099,0","8077,0","1888,0",,SPD,"23,0",Hamburg-Bergedorf - Harburg,"2,0",Hamburg,"0,0","2002,0",Hamburg,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,24,Hamburg-Bergedorf - Harburg,"85875,0","58389,0","0,0","8043,0","5919,0","2304,0",,SPD,"24,0",Aurich - Emden,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,902,Hamburg,"496329,0","311663,0","0,0","83956,0","45522,0","15298,0",,SPD,,,,,,,,,,,,,,,
2002,0,,,,,,,,,,"0,0",,,,"4,0","2002,0",,,,,,,,,
2002,25,Aurich - Emden,"88743,0","36810,0","0,0","10218,0","6745,0","2004,0",,SPD,"25,0",Unterems,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,26,Unterems,"74705,0","83360,0","0,0","5978,0","10361,0","1490,0",,CDU,"26,0",Friesland - Wilhelmshaven - Wittmund,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,27,Friesland - Wilhelmshaven,"80210,0","47028,0","0,0","6073,0","10375,0","1996,0",,SPD,"27,0",Oldenburg - Ammerland,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,28,Oldenburg - Ammerland,"76520,0","54100,0","0,0","17488,0","11416,0","2604,0",,SPD,"28,0",Delmenhorst - Wesermarsch - Oldenburg-Land,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,29,Delmenhorst - Wesermarsch - Oldenburg-Land,"93802,0","53847,0","0,0","9789,0","13760,0","2167,0",,SPD,"29,0",Cuxhaven - Stade II,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,30,Cuxhaven - Osterholz,"88983,0","56109,0","0,0","8997,0","10828,0","1922,0",,SPD,"30,0",Stade I - Rotenburg II,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,31,Stade - Cuxhaven,"77268,0","60689,0","0,0","0,0","6885,0","1724,0",,SPD,"31,0",Mittelems,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,32,Mittelems,"67366,0","95348,0","0,0","6557,0","8455,0","1241,0",,CDU,"32,0",Cloppenburg - Vechta,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,33,Cloppenburg - Vechta,"44705,0","98735,0","0,0","4514,0","9501,0","1260,0",,CDU,"33,0",Diepholz - Nienburg I,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,34,Diepholz - Nienburg I,"73194,0","56535,0","0,0","10699,0","10215,0","0,0",,SPD,"34,0",Osterholz - Verden,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,35,Rotenburg - Verden,"86066,0","68455,0","0,0","11434,0","11997,0","2042,0",,SPD,"35,0",Rotenburg I - Heidekreis,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,36,Soltau-Fallingbostel - Winsen L.,"96123,0","82705,0","0,0","10720,0","10881,0","2169,0",,SPD,"36,0",Harburg,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,37,Lüchow-Dannenberg - Lüneburg,"79806,0","62848,0","0,0","12199,0","8366,0","2256,0",,SPD,"37,0",Lüchow-Dannenberg - Lüneburg,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,38,Osnabrück-Land,"66687,0","70556,0","0,0","6755,0","9392,0","1330,0",,CDU,"38,0",Osnabrück-Land,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,39,Stadt Osnabrück,"70330,0","59658,0","0,0","10422,0","11902,0","1518,0",,SPD,"39,0",Stadt Osnabrück,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,40,Nienburg II - Schaumburg,"85069,0","58724,0","0,0","7355,0","6754,0","0,0",,SPD,"40,0",Nienburg II - Schaumburg,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,41,Stadt Hannover I,"78790,0","43299,0","0,0","8310,0","7113,0","1849,0",,SPD,"41,0",Stadt Hannover I,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,42,Stadt Hannover II,"84370,0","42883,0","0,0","11108,0","6210,0","2325,0",,SPD,"42,0",Stadt Hannover II,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,43,Hannover-Land I,"98954,0","66951,0","0,0","7514,0","9541,0","1598,0",,SPD,"43,0",Hannover-Land I,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,44,Celle - Uelzen,"86093,0","68547,0","0,0","5305,0","8267,0","1697,0",,SPD,"44,0",Celle - Uelzen,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,45,Gifhorn - Peine,"93920,0","63758,0","0,0","6073,0","6851,0","1492,0",,SPD,"45,0",Gifhorn - Peine,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,46,Hameln-Pyrmont - Holzminden,"83950,0","57790,0","0,0","7710,0","11264,0","1937,0",,SPD,"46,0",Hameln-Pyrmont - Holzminden,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,47,Hannover-Land II,"106199,0","65791,0","0,0","9418,0","9057,0","1723,0",,SPD,"47,0",Hannover-Land II,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,48,Hildesheim,"98953,0","64651,0","0,0","8828,0","6718,0","1598,0",,SPD,"48,0",Hildesheim,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,49,Salzgitter - Wolfenbüttel,"99331,0","59561,0","0,0","6058,0","8334,0","1651,0",,SPD,"49,0",Salzgitter - Wolfenbüttel,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,50,Braunschweig,"80358,0","50549,0","0,0","8051,0","6421,0","2271,0",,SPD,"50,0",Braunschweig,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,51,Helmstedt - Wolfsburg,"79681,0","54791,0","0,0","5252,0","5226,0","1404,0",,SPD,"51,0",Helmstedt - Wolfsburg,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,52,Goslar - Northeim - Osterode,"92748,0","63103,0","0,0","7084,0","11283,0","2070,0",,SPD,"52,0",Goslar - Northeim - Osterode,"3,0",Niedersachsen,"1,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,53,Göttingen,"86375,0","65189,0","0,0","17538,0","8109,0","2669,0",,SPD,"53,0",Göttingen,"3,0",Niedersachsen,"0,0","2002,0",Niedersachsen,"2002,0","537,0","537,0","0,0","0,0","0,0","0,0","0,0"
2002,903,Niedersachsen,"2419299,0","1812370,0","0,0","247447,0","262227,0","50007,0",,SPD,,,,,,,,,,,,,,,
2002,0,,,,,,,,,,"0,0",,,,"4,0","2002,0",,,,,,,,,
2002,54,Bremen I,"102614,0","54187,0","0,0","25381,0","9618,0","4060,0",,SPD,"54,0",Bremen I,"4,0",Bremen,"0,0","2002,0",Bremen,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,55,Bremen II - Bremerhaven,"103238,0","43268,0","0,0","13257,0","8455,0","3002,0",,SPD,"55,0",Bremen II - Bremerhaven,"4,0",Bremen,"0,0","2002,0",Bremen,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,904,Bremen,"205852,0","97455,0","0,0","38638,0","18073,0","7062,0",,SPD,,,,,,,,,,,,,,,
2002,0,,,,,,,,,,"0,0",,,,"4,0","2002,0",,,,,,,,,
2002,56,Prignitz - Ostprignitz-Ruppin - Havelland I,"60091,0","28903,0","0,0","6039,0","5982,0","20660,0",,SPD,"56,0",Prignitz - Ostprignitz-Ruppin - Havelland I,"12,0",Brandenburg,"0,0","2002,0",Brandenburg,"2002,0","408,0","408,0","0,0","0,0","0,0","0,0","0,0"
2002,57,Uckermark - Barnim I,"61451,0","26629,0","0,0","2656,0","6323,0","25545,0",,SPD,"57,0",Uckermark - Barnim I,"12,0",Brandenburg,"0,0","2002,0",Brandenburg,"2002,0","408,0","408,0","0,0","0,0","0,0","0,0","0,0"
2002,58,Oberhavel - Havelland II,"76518,0","41288,0","0,0","6909,0","10151,0","30423,0",,SPD,"58,0",Oberhavel - Havelland II,"12,0",Brandenburg,"0,0","2002,0",Brandenburg,"2002,0","408,0","408,0","0,0","0,0","0,0","0,0","0,0"
2002,59,Märkisch-Oderland - Barnim II,"73149,0","35883,0","0,0","5008,0","8130,0","42167,0",,SPD,"59,0",Märkisch-Oderland - Barnim II,"12,0",Brandenburg,"0,0","2002,0",Brandenburg,"2002,0","408,0","408,0","0,0","0,0","0,0","0,0","0,0"
2002,60,Brandenburg an der Havel - Potsdam-Mittelmark I - Havelland III - Teltow-Fläming I,"65854,0","33263,0","0,0","4555,0","11763,0","26563,0",,SPD,"60,0",Brandenburg an der Havel - Potsdam-Mittelmark I - Havelland III - Teltow-Fläming I,"12,0",Brandenburg,"4,0","2002,0",Brandenburg,"2002,0","408,0","408,0","0,0","0,0","0,0","0,0","0,0"
2002,61,Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II,"77937,0","41123,0","0,0","9533,0","8120,0","47040,0",,SPD,"61,0",Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II,"12,0",Brandenburg,"0,0","2002,0",Brandenburg,"2002,0","408,0","408,0","0,0","0,0","0,0","0,0","0,0"
2002,62,Dahme-Spreewald - Teltow-Fläming III - Oberspreewald-Lausitz I,"75328,0","36962,0","0,0","4613,0","8586,0","30605,0",,SPD,"62,0",Dahme-Spreewald - Teltow-Fläming III - Oberspreewald-Lausitz I,"12,0",Brandenburg,"3,0","2002,0",Brandenburg,"2002,0","408,0","408,0","0,0","0,0","0,0","0,0","0,0"
2002,63,Frankfurt (Oder) - Oder-Spree,"67085,0","33727,0","0,0","5495,0","7698,0","33452,0",,SPD,"63,0",Frankfurt (Oder) - Oder-Spree,"12,0",Brandenburg,"0,0","2002,0",Brandenburg,"2002,0","408,0","408,0","0,0","0,0","0,0","0,0","0,0"
2002,64,Cottbus - Spree-Neiße,"64606,0","34282,0","0,0","4453,0","12903,0","30004,0",,SPD,"64,0",Cottbus - Spree-Neiße,"12,0",Brandenburg,"0,0","2002,0",Brandenburg,"2002,0","408,0","408,0","0,0","0,0","0,0","0,0","0,0"
2002,65,Elbe-Elster - Oberspreewald-Lausitz II,"65464,0","41109,0","0,0","3302,0","9819,0","27424,0",,SPD,"65,0",Elbe-Elster - Oberspreewald-Lausitz II,"12,0",Brandenburg,"2,0","2002,0",Brandenburg,"2002,0","408,0","408,0","0,0","0,0","0,0","0,0","0,0"
2002,912,Brandenburg,"687483,0","353169,0","0,0","52563,0","89475,0","313883,0",,SPD,,,,,,,,,,,,,,,
2002,0,,,,,,,,,,"0,0",,,,"4,0","2002,0",,,,,,,,,
2002,66,Altmark,"58454,0","39771,0","0,0","2592,0","7328,0","19003,0",,SPD,"66,0",Altmark,"15,0",Sachsen-Anhalt,"0,0","2002,0",Sachsen-Anhalt,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,67,Elbe-Havel-Gebiet,"72817,0","52325,0","0,0","3678,0","11561,0","20966,0",,SPD,"67,0",Börde - Jerichower Land,"15,0",Sachsen-Anhalt,"0,0","2002,0",Sachsen-Anhalt,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,68,Harz,"63850,0","42227,0","0,0","4823,0","10519,0","19058,0",,SPD,"68,0",Harz,"15,0",Sachsen-Anhalt,"2,0","2002,0",Sachsen-Anhalt,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,69,Magdeburg,"61536,0","34148,0","0,0","3989,0","7592,0","20101,0",,SPD,"69,0",Magdeburg,"15,0",Sachsen-Anhalt,"0,0","2002,0",Sachsen-Anhalt,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,70,Börde,"61222,0","43992,0","0,0","2372,0","7766,0","20159,0",,SPD,"70,0",Dessau - Wittenberg,"15,0",Sachsen-Anhalt,"2,0","2002,0",Sachsen-Anhalt,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,71,Anhalt,"63593,0","52405,0","0,0","6081,0","10029,0","25512,0",,SPD,"71,0",Anhalt,"15,0",Sachsen-Anhalt,"0,0","2002,0",Sachsen-Anhalt,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,72,Bernburg - Bitterfeld - Saalkreis,"62322,0","46844,0","0,0","2645,0","11443,0","20776,0",,SPD,"72,0",Halle,"15,0",Sachsen-Anhalt,"0,0","2002,0",Sachsen-Anhalt,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,73,Halle,"53559,0","35127,0","0,0","4209,0","10646,0","30570,0",,SPD,"73,0",Burgenland - Saalekreis,"15,0",Sachsen-Anhalt,"0,0","2002,0",Sachsen-Anhalt,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,74,Burgenland,"52774,0","51310,0","0,0","4693,0","11443,0","24690,0",,SPD,"74,0",Mansfeld,"15,0",Sachsen-Anhalt,"0,0","2002,0",Sachsen-Anhalt,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,75,Mansfelder Land,"57245,0","44667,0","0,0","2375,0","11995,0","24426,0",,SPD,"75,0",Berlin-Mitte,"11,0",Berlin,"0,0","2002,0",Berlin,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,915,Sachsen-Anhalt,"607372,0","442816,0","0,0","37457,0","100322,0","225261,0",,SPD,,,,,,,,,,,,,,,
2002,0,,,,,,,,,,"0,0",,,,"4,0","2002,0",,,,,,,,,
2002,76,Berlin-Mitte,"61166,0","36578,0","0,0","18949,0","7157,0","19105,0",,SPD,"76,0",Berlin-Pankow,"11,0",Berlin,"0,0","2002,0",Berlin,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,77,Berlin-Pankow,"74948,0","28089,0","0,0","10784,0","6172,0","43833,0",,SPD,"77,0",Berlin-Reinickendorf,"11,0",Berlin,"0,0","2002,0",Berlin,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,78,Berlin-Reinickendorf,"62700,0","62065,0","0,0","8937,0","8651,0","2815,0",,SPD,"78,0",Berlin-Spandau - Charlottenburg Nord,"11,0",Berlin,"0,0","2002,0",Berlin,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,79,Berlin-Spandau - Charlottenburg-Nord,"62111,0","54884,0","0,0","8181,0","7640,0","2874,0",,SPD,"79,0",Berlin-Steglitz-Zehlendorf,"11,0",Berlin,"0,0","2002,0",Berlin,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,80,Berlin-Steglitz - Zehlendorf,"73783,0","69453,0","0,0","18033,0","13330,0","2755,0",,SPD,"80,0",Berlin-Charlottenburg-Wilmersdorf,"11,0",Berlin,"0,0","2002,0",Berlin,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,81,Berlin-Charlottenburg - Wilmersdorf,"67738,0","50662,0","0,0","23005,0","15016,0","3271,0",,SPD,"81,0",Berlin-Tempelhof-Schöneberg,"11,0",Berlin,"0,0","2002,0",Berlin,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,82,Berlin-Tempelhof - Schöneberg,"67531,0","65412,0","0,0","37788,0","10751,0","3293,0",,SPD,"82,0",Berlin-Neukölln,"11,0",Berlin,"0,0","2002,0",Berlin,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,83,Berlin-Neukölln,"61128,0","53359,0","0,0","13549,0","8842,0","5048,0",,SPD,"83,0",Berlin-Friedrichshain-Kreuzberg - Prenzlauer Berg Ost,"11,0",Berlin,"0,0","2002,0",Berlin,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,84,Berlin-Friedrichshain - Kreuzberg - Prenzlauer Berg-Ost,"45400,0","20321,0","0,0","49204,0","4738,0","33324,0",,GRUENE,"84,0",Berlin-Treptow-Köpenick,"11,0",Berlin,"0,0","2002,0",Berlin,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,85,Berlin-Treptow - Köpenick,"57311,0","26427,0","0,0","7414,0","6059,0","43924,0",,SPD,"85,0",Berlin-Marzahn-Hellersdorf,"11,0",Berlin,"0,0","2002,0",Berlin,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,86,Berlin-Marzahn - Hellersdorf,"47210,0","25291,0","0,0","3611,0","4916,0","52876,0",,PDS_LINKE,"86,0",Berlin-Lichtenberg,"11,0",Berlin,"0,0","2002,0",Berlin,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,87,Berlin-Lichtenberg,"46780,0","24330,0","0,0","5857,0","5388,0","56981,0",,PDS_LINKE,"87,0",Aachen I,"5,0",Nordrhein-Westfalen,"1,0","2002,0",Nordrhein-Westfalen,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,911,Berlin,"727806,0","516871,0","0,0","205312,0","98660,0","270099,0",,SPD,,,,,,,,,,,,,,,
2002,0,,,,,,,,,,"0,0",,,,"4,0","2002,0",,,,,,,,,
2002,88,Aachen,"62237,0","49901,0","0,0","9308,0","6879,0","1638,0",,SPD,"88,0",Aachen II,"5,0",Nordrhein-Westfalen,"1,0","2002,0",Nordrhein-Westfalen,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,89,Kreis Aachen,"87913,0","67640,0","0,0","7009,0","11040,0","1430,0",,SPD,"89,0",Heinsberg,"5,0",Nordrhein-Westfalen,"0,0","2002,0",Nordrhein-Westfalen,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
2002,90,Heinsberg,"52790,0","71954,0","0,0","7972,0","8772,0","1599,0",,CDU,"90,0",Düren,"5,0",Nordrhein-Westfalen,"1,0","2002,0",Nordrhein-Westfalen,"2002,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
