state;county;year;party;county_fips;Cropland_BA_hectares;Forest_BA_hectares;Grass_and_Shrubland_BA_hectares;Wetlands_BA_hectares;Settlement_BA_hectares;Other_BA_hectares;Cropland_BA_hectares_index;Forest_BA_hectares_index;Grass_and_Shrubland_BA_hectares_index;Wetlands_BA_hectares_index;Settlement_BA_hectares_index;Other_BA_hectares_index;index;value
ALABAMA;CALHOUN;2008;REPUBLICAN;1015;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;2,188679245283019
ALABAMA;CALHOUN;2012;REPUBLICAN;1015;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;2,5
ALABAMA;CALHOUN;2016;REPUBLICAN;1015;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;4,634615384615385
ALABAMA;CHAMBERS;2004;REPUBLICAN;1017;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;6,326923076923077
ALABAMA;CHAMBERS;2008;REPUBLICAN;1017;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;2,4716981132075473
ALABAMA;CHAMBERS;2012;REPUBLICAN;1017;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;3,1538461538461537
ALABAMA;CHAMBERS;2016;REPUBLICAN;1017;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;4,980769230769231
ALABAMA;CHEROKEE;2004;REPUBLICAN;1019;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;6,923076923076923
ALABAMA;CHEROKEE;2008;REPUBLICAN;1019;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;2,5283018867924527
ALABAMA;CHEROKEE;2012;REPUBLICAN;1019;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;2,769230769230769
ALABAMA;CHEROKEE;2016;REPUBLICAN;1019;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;4,9423076923076925
ALABAMA;CHILTON;2004;REPUBLICAN;1021;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;7,269230769230769
ALABAMA;CHILTON;2008;REPUBLICAN;1021;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;2,0
ALABAMA;CHILTON;2012;REPUBLICAN;1021;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;1,1153846153846154
ALABAMA;CHILTON;2016;REPUBLICAN;1021;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;4,980769230769231
ALABAMA;CHOCTAW;2004;REPUBLICAN;1023;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;7,788461538461538
ALABAMA;CHOCTAW;2008;REPUBLICAN;1023;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;1,3773584905660377
ALABAMA;CHOCTAW;2012;REPUBLICAN;1023;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;4,5576923076923075
ALABAMA;CHOCTAW;2016;REPUBLICAN;1023;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;4,0576923076923075
ALABAMA;CLARKE;2004;REPUBLICAN;1025;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;7,788461538461538
ALABAMA;CLARKE;2008;REPUBLICAN;1025;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;1,4528301886792452
ALABAMA;CLARKE;2012;REPUBLICAN;1025;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;2,7884615384615383
ALABAMA;CLARKE;2016;REPUBLICAN;1025;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;5,75
ALABAMA;CLAY;2004;REPUBLICAN;1027;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;6,75
ALABAMA;CLAY;2008;REPUBLICAN;1027;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;2,5283018867924527
ALABAMA;CLAY;2012;REPUBLICAN;1027;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;2,826923076923077
ALABAMA;CLAY;2016;REPUBLICAN;1027;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;4,788461538461538
ALABAMA;CLEBURNE;2004;REPUBLICAN;1029;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;7,096153846153846
ALABAMA;CLEBURNE;2008;REPUBLICAN;1029;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;2,339622641509434
ALABAMA;CLEBURNE;2012;REPUBLICAN;1029;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;1,9807692307692308
ALABAMA;CLEBURNE;2016;REPUBLICAN;1029;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;4,634615384615385
ALABAMA;COFFEE;2004;REPUBLICAN;1031;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;6,788461538461538
ALABAMA;COFFEE;2008;REPUBLICAN;1031;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;2,943396226415094
ALABAMA;COFFEE;2012;REPUBLICAN;1031;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;3,269230769230769
ALABAMA;COFFEE;2016;REPUBLICAN;1031;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;6,519230769230769
ALABAMA;COLBERT;2004;REPUBLICAN;1033;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;8,826923076923077
ALABAMA;COLBERT;2008;REPUBLICAN;1033;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;2,1320754716981134
ALABAMA;COLBERT;2012;REPUBLICAN;1033;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;3,9038461538461537
ALABAMA;COLBERT;2016;REPUBLICAN;1033;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;4,288461538461538
ALABAMA;CONECUH;2004;REPUBLICAN;1035;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;6,788461538461538
ALABAMA;CONECUH;2008;REPUBLICAN;1035;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;1,6415094339622642
ALABAMA;CONECUH;2012;DEMOCRAT;1035;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;3,2884615384615383
ALABAMA;CONECUH;2016;REPUBLICAN;1035;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;6,5
ALABAMA;COOSA;2004;REPUBLICAN;1037;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;6,923076923076923
ALABAMA;COOSA;2008;REPUBLICAN;1037;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;2,0
ALABAMA;COOSA;2012;REPUBLICAN;1037;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;2,6153846153846154
ALABAMA;COOSA;2016;REPUBLICAN;1037;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;4,480769230769231
ALABAMA;COVINGTON;2004;REPUBLICAN;1039;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;6,788461538461538
ALABAMA;COVINGTON;2008;REPUBLICAN;1039;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;3,5849056603773586
ALABAMA;COVINGTON;2012;REPUBLICAN;1039;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;3,576923076923077
ALABAMA;COVINGTON;2016;REPUBLICAN;1039;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;6,480769230769231
ALABAMA;CRENSHAW;2004;REPUBLICAN;1041;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;6,923076923076923
ALABAMA;CRENSHAW;2008;REPUBLICAN;1041;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;2,2452830188679247
ALABAMA;CRENSHAW;2012;REPUBLICAN;1041;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;3,019230769230769
ALABAMA;CRENSHAW;2016;REPUBLICAN;1041;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;6,615384615384615
ALABAMA;CULLMAN;2004;REPUBLICAN;1043;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;8,826923076923077
ALABAMA;CULLMAN;2008;REPUBLICAN;1043;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;2,69811320754717
ALABAMA;CULLMAN;2012;REPUBLICAN;1043;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;5,75
ALABAMA;CULLMAN;2016;REPUBLICAN;1043;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;4,0576923076923075
ALABAMA;DALE;2004;REPUBLICAN;1045;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;6,826923076923077
ALABAMA;DALE;2008;REPUBLICAN;1045;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;2,943396226415094
ALABAMA;DALE;2012;REPUBLICAN;1045;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;2,6538461538461537
ALABAMA;DALE;2016;REPUBLICAN;1045;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;6,076923076923077
ALABAMA;DALLAS;2004;DEMOCRAT;1047;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;7,269230769230769
ALABAMA;DALLAS;2008;DEMOCRAT;1047;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;1,6981132075471699
ALABAMA;DALLAS;2012;DEMOCRAT;1047;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;2,269230769230769
ALABAMA;DALLAS;2016;DEMOCRAT;1047;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;4,8076923076923075
ALABAMA;DEKALB;2004;REPUBLICAN;1049;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;7,615384615384615
ALABAMA;DEKALB;2008;REPUBLICAN;1049;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;2,490566037735849
ALABAMA;DEKALB;2012;REPUBLICAN;1049;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;3,8076923076923075
ALABAMA;DEKALB;2016;REPUBLICAN;1049;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;4,8076923076923075
ALABAMA;ELMORE;2004;REPUBLICAN;1051;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;6,75
ALABAMA;ELMORE;2008;REPUBLICAN;1051;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;2,4150943396226414
ALABAMA;ELMORE;2012;REPUBLICAN;1051;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;3,019230769230769
ALABAMA;ELMORE;2016;REPUBLICAN;1051;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;4,8076923076923075
ALABAMA;ESCAMBIA;2004;REPUBLICAN;1053;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;7,134615384615385
ALABAMA;ESCAMBIA;2008;REPUBLICAN;1053;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;3,9056603773584904
ALABAMA;ESCAMBIA;2012;REPUBLICAN;1053;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;3,8076923076923075
ALABAMA;ESCAMBIA;2016;REPUBLICAN;1053;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;6,6923076923076925
ALABAMA;ETOWAH;2004;REPUBLICAN;1055;3198,0;35656,0;3261,0;171,0;0,0;0,0;0,023555061244632348;0,26262641142545684;0,02401909153181554;0,001259510779497227;0,0;0,0;0,311460074981402;7,269230769230769
ALABAMA;ETOWAH;2008;REPUBLICAN;1055;1479,0;69763,0;3369,0;943,0;43,0;0,0;0,01089366340863391;0,5138435702342984;0,024814572024129577;0,006945723187519796;0,0003167190849028114;0,0;0,5568142479394845;2,2264150943396226
ALABAMA;ETOWAH;2012;REPUBLICAN;1055;1866,0;11741,0;708,0;43,0;0,0;0,0;0,013744135172759213;0,08647904129869556;0,00521481656072536;0,0003167190849028114;0,0;0,0;0,10575471211708296;3,4038461538461537
ALABAMA;ETOWAH;2016;REPUBLICAN;1055;1695,0;16594,0;772,0;85,0;21,0;42,0;0,012484624393261987;0,12222410453202913;0,005686212408022568;0,0006260726096916039;0,00015467676239439628;0,00030935352478879256;0,14148504423018848;4,3076923076923075
